,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
153,0.050046682357788086,0.002652146155173566,0.017886638641357422,0.005518417200559146,"{0: 1, 1: 2}",entropy,3,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
151,0.04523873329162598,0.0014396930724013054,0.013482173283894857,0.000451622326748002,"{0: 1, 1: 2}",entropy,3,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
187,0.0380242665608724,0.0018953042453302325,0.01267568270365397,0.001321966019941427,"{0: 1, 1: 2}",gini,3,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
189,0.03293911616007487,0.002499192284964053,0.009423494338989258,0.0009739543601665817,"{0: 1, 1: 2}",gini,3,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6451612903225806,0.6474506402453591,0.00765125459654126,19
35,0.04197812080383301,0.0023864858103089474,0.011305809020996094,0.0018616276352365951,,entropy,9,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6586666666666666,0.6394366197183099,0.6436170212765957,0.6472401025538573,0.00825807543621128,23
23,0.03302907943725586,0.0016863288739520025,0.010414600372314453,0.0026190568237684886,,entropy,6,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
191,0.03130547205607096,0.007138057295848483,0.009164094924926758,0.0016637750552681062,"{0: 1, 1: 2}",gini,3,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
155,0.047896782557169594,0.0004639613433705326,0.01637752850850423,0.001506813987541253,"{0: 1, 1: 2}",entropy,3,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
11,0.029617706934611004,0.004148688678175163,0.011024951934814453,0.002690838819234583,,entropy,3,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
47,0.028375625610351562,0.0027232777590358464,0.009712616602579752,0.0008756669289047188,,gini,3,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.6394366197183099,0.6436170212765957,0.6469358838966975,0.007837637393512495,24
49,0.0780793825785319,0.007699103159107071,0.011014143625895182,0.00035815773670176134,,gini,6,,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6412429378531074,0.6451612903225806,0.6536312849162011,0.646678504363963,0.0051700573545781885,29
0,0.05370656649271647,0.011137287033457883,0.013082186381022135,0.0003092087269563211,,entropy,3,,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6435897435897436,0.6533742331288344,0.6417525773195877,0.6462388513460552,0.005100918209209131,30
2,0.047560930252075195,0.002880609351657703,0.00916290283203125,0.0009196491844633957,,entropy,3,,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6435897435897436,0.6533742331288344,0.6417525773195877,0.6462388513460552,0.005100918209209131,30
69,0.05989384651184082,0.0025151074354646864,0.016883452733357746,0.0009909049665411114,,gini,9,sqrt,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6532258064516129,0.6563467492260062,0.6285714285714286,0.6460479947496826,0.01242330726195533,32
24,0.07478817303975423,0.005514819648151802,0.010568459828694662,0.0012645837307963784,,entropy,9,,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6598240469208211,0.6377245508982036,0.6405797101449275,0.6460427693213174,0.009814298846987658,33
60,0.09024953842163086,0.011379772564851278,0.012329498926798502,0.001789650832776561,,gini,9,,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6666666666666666,0.6398809523809523,0.6311475409836066,0.6458983866770752,0.01511200866757671,34
14,0.06416559219360352,0.006005105290034606,0.00948031743367513,0.0017523113802310583,,entropy,6,,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509695290858726,0.6404833836858006,0.6452513966480447,0.645568103139906,0.004286804450042245,35
51,0.08129135767618816,0.005741091200654465,0.012412627538045248,0.0020062196577619504,,gini,6,,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.64,0.6477272727272727,0.6487252124645893,0.6454841617306206,0.003899230124484564,36
186,0.03574562072753906,0.0051885137214472505,0.009155988693237305,0.0018998000559123528,"{0: 1, 1: 2}",gini,3,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
8,0.03920435905456543,0.001411154488710684,0.01423947016398112,0.0026721968267158685,,entropy,3,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
6,0.029835621515909832,0.004778697743263003,0.012821038564046225,0.004253758918597854,,entropy,3,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
152,0.054163058598836265,0.004720428546104378,0.01409475008646647,0.0005206168470350727,"{0: 1, 1: 2}",entropy,3,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
42,0.02907411257425944,0.0018785853445947053,0.010910749435424805,0.0005517550938555636,,gini,3,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
150,0.041852474212646484,0.0037626481767054206,0.01129754384358724,0.0012943182647676041,"{0: 1, 1: 2}",entropy,3,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
44,0.03443153699239095,0.0045152461603243125,0.009681463241577148,0.002925028346497402,,gini,3,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
188,0.03178668022155762,0.0015581227590918511,0.009990294774373373,0.0003133020518781013,"{0: 1, 1: 2}",gini,3,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6509186351706037,0.6426592797783933,0.6428571428571429,0.6454783526020466,0.0038477086920912823,37
36,0.05019060770670573,0.0035458907481793387,0.009730815887451172,0.001786936111406995,,gini,3,,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6530054644808743,0.6394366197183099,0.6417525773195877,0.6447315538395907,0.005926444289661338,45
38,0.04181488355000814,0.005722227293468347,0.011281013488769531,0.0012287431275215918,,gini,3,,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6530054644808743,0.6394366197183099,0.6417525773195877,0.6447315538395907,0.005926444289661338,45
66,0.04983393351236979,0.003020287227142044,0.012305021286010742,0.004827557714399579,,gini,9,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6397694524495677,0.6445783132530121,0.6461538461538462,0.6435005372854753,0.0027155504684388166,47
68,0.05389809608459473,0.006525477818778674,0.017023642857869465,0.0013086216627217877,,gini,9,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6384839650145773,0.6418338108882522,0.6489675516224189,0.6430951091750828,0.004371845687067845,48
50,0.06864015261332194,0.005486049277343056,0.009428024291992188,0.0007829779634957956,,gini,6,,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.646112600536193,0.6368715083798883,0.6456043956043956,0.6428628348401589,0.0042415848161059455,49
61,0.10687661170959473,0.009750091027224987,0.0142820676167806,0.0007981597503594442,,gini,9,,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6468842729970327,0.6574074074074074,0.6210526315789474,0.6417814373277958,0.015274087649454378,50
3,0.05606969197591146,0.005616976556407762,0.013740301132202148,0.0027342564536483043,,entropy,3,,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.6435897435897436,0.6363636363636364,0.6380697050938338,0.6393410283490712,0.00308397508909964,51
39,0.05095823605855306,0.0006464636813552241,0.009606043497721354,0.00010287189952758058,,gini,3,,0.01,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.6435897435897436,0.6363636363636364,0.6380697050938338,0.6393410283490712,0.00308397508909964,51
1,0.04890974362691244,0.003804684473822692,0.00827948252360026,0.0018968885052110505,,entropy,3,,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6435897435897436,0.6354166666666666,0.6380697050938338,0.6390253717834147,0.003404386456109664,53
37,0.045407613118489586,0.003113833333808332,0.011675039927164713,0.0010098747276734822,,gini,3,,0.005,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6435897435897436,0.6354166666666666,0.6380697050938338,0.6390253717834147,0.003404386456109664,53
59,0.03734914461771647,0.0074861413588602835,0.011476993560791016,0.0013690069274363234,,gini,6,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6473551637279596,0.6394366197183099,0.6280788177339901,0.63829020039342,0.007911177184682754,55
18,0.038104852040608726,0.0026619298034108586,0.012183745702107748,0.002961360987539889,,entropy,6,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6601123595505618,0.6428571428571429,0.6053921568627451,0.63612055309015,0.022841648755661265,56
71,0.044713099797566734,0.003385313413134264,0.012601931889851889,0.0013594341421879264,,gini,9,sqrt,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6473551637279596,0.6394366197183099,0.6190476190476191,0.6352798008312962,0.011924446287688299,57
144,0.06157477696736654,0.0018285856527056894,0.013076146443684896,0.0007281664416286176,"{0: 1, 1: 2}",entropy,3,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
146,0.04969032605489095,0.012375240908709175,0.011220375696818033,0.001602064570074208,"{0: 1, 1: 2}",entropy,3,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
180,0.04449176788330078,0.002643590222299355,0.011182943979899088,0.003717892046579041,"{0: 1, 1: 2}",gini,3,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
182,0.06108554204305013,0.006340984983124392,0.016196250915527344,0.0033179296822721575,"{0: 1, 1: 2}",gini,3,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.6435897435897436,0.6347607052896725,0.6253041362530414,0.6345515283774859,0.007466533115775525,58
48,0.06590946515401204,0.006078835025393123,0.012078523635864258,0.0023092756707083248,,gini,6,,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.646112600536193,0.6335227272727273,0.6221662468513854,0.633933858220102,0.009780379515178716,62
16,0.06691869099934895,0.010467844258975014,0.013658761978149414,0.0030675195486498394,,entropy,6,,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6271186440677966,0.63386174390347,0.005177885063238611,63
22,0.03707202275594076,0.00576149675713905,0.01289979616800944,0.0002920055874078217,,entropy,6,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
190,0.03272469838460287,0.005184456951711274,0.009255329767862955,0.0019215947073224794,"{0: 1, 1: 2}",gini,3,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
166,0.04219841957092285,0.0010854176650534966,0.011105616887410482,0.0001833514141879706,"{0: 1, 1: 2}",entropy,6,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
154,0.04532702763875326,0.0015719511991958393,0.018073081970214844,0.0024078388265977653,"{0: 1, 1: 2}",entropy,3,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
10,0.03560145696004232,0.005403017275035285,0.01378774642944336,0.0008503784343974532,,entropy,3,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
202,0.03308478991190592,0.0027238823688795983,0.008865992228190104,0.0006484249698918232,"{0: 1, 1: 2}",gini,6,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
46,0.035268545150756836,0.006188544164210373,0.010717391967773438,0.00015301049837523802,,gini,3,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.6343042071197411,0.6276276276276276,0.6338571581290028,0.004914061303665276,64
28,0.0607751210530599,0.0036908292442643523,0.011447906494140625,0.000990260960858214,,entropy,9,,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6390243902439025,0.6347607052896725,0.6271186440677966,0.6336345798671239,0.004925296393988053,71
148,0.07266910870869954,0.0055878203103248225,0.015041510264078775,0.0007796964201238906,"{0: 1, 1: 2}",entropy,3,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
4,0.05194862683614095,0.002956374424289725,0.009943087895711264,0.0011366180332668242,,entropy,3,,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
184,0.0652475357055664,0.008173717818569452,0.013655265172322592,0.001178749497712662,"{0: 1, 1: 2}",gini,3,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
5,0.052617549896240234,0.0022823977815969116,0.012386957804361979,0.0007612434384313721,,entropy,3,,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
29,0.09988284111022949,0.009840209373740673,0.01280053456624349,0.001110386377450663,,entropy,9,,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
65,0.09697898228963216,0.008946377276984397,0.012542963027954102,0.0002426203972230295,,gini,9,,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
53,0.07757075627644856,0.006174447248108281,0.011996587117513021,0.0012077854169468222,,gini,6,,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
41,0.04555773735046387,0.0041778087547936615,0.012093941370646158,0.0027752481255947695,,gini,3,,0.05,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
17,0.07151929537455241,0.019900857383246526,0.011816660563151041,0.0033574802882661153,,entropy,6,,0.05,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
40,0.04756466547648112,0.002593166594863199,0.010812679926554361,0.001360098432683769,,gini,3,,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6397058823529411,0.6347607052896725,0.6253041362530414,0.6332569079652183,0.0059748711269935134,72
58,0.04484748840332031,0.007534080376416568,0.01487119992574056,0.003390192113416867,,gini,6,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6396396396396397,0.632258064516129,0.6276276276276276,0.6331751105944654,0.004946570413025221,82
13,0.08168967564900716,0.0065120686921914354,0.014421463012695312,0.0029983422872818743,,entropy,6,,0.005,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.6426512968299711,0.6467236467236467,0.6082725060827251,0.632549149878781,0.017246498850772844,83
52,0.07109721501668294,0.0029346095206843,0.012943426767985025,0.0011684277675449556,,gini,6,,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6374695863746959,0.6347607052896725,0.6253041362530414,0.6325114759724699,0.005214966829976876,84
64,0.08453043301900227,0.001718258867853815,0.011653582255045572,0.0022009795183221444,,gini,9,,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6374695863746959,0.6347607052896725,0.6253041362530414,0.6325114759724699,0.005214966829976876,84
27,0.09923561414082845,0.011200548911629589,0.011809905370076498,0.0013601187442249215,,entropy,9,,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.6345609065155807,0.6626865671641791,0.5995085995085995,0.6322520243961197,0.025843917424332043,86
15,0.08283797899881999,0.006171094626608656,0.01013962427775065,0.0004490366654715147,,entropy,6,,0.01,best,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.64,0.6477272727272727,0.606280193236715,0.6313358219879959,0.017995667720165757,87
178,0.0455164909362793,0.0024164501123394,0.011111179987589518,0.002330803038050319,"{0: 1, 1: 2}",entropy,9,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6312849162011173,0.6343042071197411,0.6276276276276276,0.631072250316162,0.0027298471889583378,88
214,0.045866807301839195,0.00646579714529999,0.011555035909016928,0.0026444859256174198,"{0: 1, 1: 2}",gini,9,sqrt,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6312849162011173,0.6343042071197411,0.6276276276276276,0.631072250316162,0.0027298471889583378,88
34,0.03812821706136068,0.006476569565404332,0.014800945917765299,0.0015653837100412904,,entropy,9,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6312849162011173,0.6343042071197411,0.6276276276276276,0.631072250316162,0.0027298471889583378,88
54,0.04269727071126302,0.005454765387562082,0.013553460439046225,0.0002815710521363038,,gini,6,sqrt,0.005,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6454545454545455,0.6410256410256411,0.6064356435643564,0.630971943348181,0.01744374393913904,91
70,0.04657085736592611,0.007498368989604306,0.01694170633951823,0.0021149235149282575,,gini,9,sqrt,0.05,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'random'}",0.6312849162011173,0.632258064516129,0.6276276276276276,0.6303902027816246,0.0019934259491076844,92
172,0.08766317367553711,0.00715462040024159,0.010683059692382812,0.0009511758342078508,"{0: 1, 1: 2}",entropy,9,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6390243902439025,0.6320987654320988,0.6190476190476191,0.6300569249078735,0.008282297644250695,93
212,0.03467154502868652,0.0013502873781746471,0.010123411814371744,0.0018786810401178026,"{0: 1, 1: 2}",gini,9,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6098654708520179,0.6470588235294118,0.6322751322751323,0.629733142218854,0.015290141833458443,94
176,0.03768420219421387,0.004720337165142442,0.00986806551615397,0.0018337266099838893,"{0: 1, 1: 2}",entropy,9,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6098654708520179,0.6299212598425197,0.6337662337662338,0.6245176548202571,0.010478893942837497,95
174,0.042554219563802086,0.0032012148666938447,0.011024395624796549,0.0019087204900463035,"{0: 1, 1: 2}",entropy,9,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6295399515738499,0.6412429378531074,0.5725806451612904,0.6144545115294159,0.02999228217864108,96
